"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","HM00108598","HM00110618","L2074","YA00082404","egd-e"
"group_1390","","hypothetical protein","3","3","1","1","2785","1","195","","383","383","383","HM00108598_02756","HM00110618_02476","","YA00082404_02812",""
"group_1391","","hypothetical protein","3","3","1","1","2784","1","194","","404","404","404","HM00108598_02757","HM00110618_02477","","YA00082404_02813",""
"group_1392","","hypothetical protein","3","3","1","1","2783","1","193","","191","191","191","HM00108598_02758","HM00110618_02478","","YA00082404_02814",""
"group_1393","ssbA_1","Single-stranded DNA-binding protein A","3","3","1","1","2782","1","192","","479","479","479","HM00108598_02759","HM00110618_02479","","YA00082404_02815",""
"group_1394","","hypothetical protein","3","3","1","1","2781","1","191","","401","401","401","HM00108598_02760","HM00110618_02480","","YA00082404_02816",""
"group_1395","","hypothetical protein","3","3","1","1","2780","1","190","","227","227","227","HM00108598_02761","HM00110618_02481","","YA00082404_02817",""
"group_1396","","hypothetical protein","3","3","1","1","2779","1","189","","194","194","194","HM00108598_02762","HM00110618_02482","","YA00082404_02818",""
"group_1397","","hypothetical protein","3","3","1","1","2778","1","188","","185","185","185","HM00108598_02763","HM00110618_02483","","YA00082404_02819",""
"group_1398","","hypothetical protein","3","3","1","1","2777","1","187","","290","290","290","HM00108598_02764","HM00110618_02484","","YA00082404_02820",""
"group_1403","","hypothetical protein","3","3","1","1","2442","3","35","","641","641","641","HM00108598_02780","HM00110618_02437","","YA00082404_02756",""
"group_1405","","hypothetical protein","3","3","1","1","2443","3","38","","962","962","962","HM00108598_02782","HM00110618_02435","","YA00082404_02758",""
"group_1409","","hypothetical protein","3","3","1","1","469","339","1","","227","227","227","HM00108598_02801","HM00110618_02304","","YA00082404_02576",""
"lntA","","Listeria nuclear targeted protein A","3","3","1","1","1003","53","1","","617","617","617","HM00108598_02804","HM00110618_02307","","YA00082404_02573",""
"smc_4","","Chromosome partition protein Smc","3","3","1","1","551","2","15","","3080","3080","3080","HM00108598_02808","HM00110618_02861","","YA00082404_02622",""
"group_1412","","hypothetical protein","3","3","1","1","550","2","47","","362","362","362","HM00108598_02809","HM00110618_02860","","YA00082404_02621",""
"group_1413","","hypothetical protein","3","3","1","1","549","2","46","","578","578","578","HM00108598_02810","HM00110618_02859","","YA00082404_02620",""
"group_1414","","hypothetical protein","3","3","1","1","548","2","45","","422","422","422","HM00108598_02811","HM00110618_02858","","YA00082404_02619",""
"group_1415","","hypothetical protein","3","3","1","1","547","2","44","","410","410","410","HM00108598_02812","HM00110618_02857","","YA00082404_02618",""
"group_1416","","hypothetical protein","3","3","1","1","546","2","43","","338","338","338","HM00108598_02813","HM00110618_02856","","YA00082404_02617",""
"group_1417","","hypothetical protein","3","3","1","1","545","2","42","","293","293","293","HM00108598_02814","HM00110618_02855","","YA00082404_02616",""
"group_1418","","hypothetical protein","3","3","1","1","544","2","41","","1172","1172","1172","HM00108598_02815","HM00110618_02854","","YA00082404_02615",""
"clpP_3","","ATP-dependent Clp protease proteolytic subunit","3","3","1","1","543","2","40","","746","746","746","HM00108598_02816","HM00110618_02853","","YA00082404_02614",""
"group_1420","","hypothetical protein","3","3","1","1","540","2","37","","362","362","362","HM00108598_02819","HM00110618_02796","","YA00082404_02611",""
"group_1421","","hypothetical protein","3","3","1","1","539","2","36","","425","425","425","HM00108598_02820","HM00110618_02794","","YA00082404_02610",""
"group_1422","","hypothetical protein","3","3","1","1","537","2","35","","227","227","227","HM00108598_02821","HM00110618_02793","","YA00082404_02609",""
"group_1423","","hypothetical protein","3","3","1","1","536","2","34","","155","155","155","HM00108598_02822","HM00110618_02792","","YA00082404_02608",""
"group_1424","","hypothetical protein","3","3","1","1","535","2","33","","533","533","533","HM00108598_02823","HM00110618_02791","","YA00082404_02607",""
"group_1425","","hypothetical protein","3","3","1","1","534","2","32","","212","212","212","HM00108598_02824","HM00110618_02790","","YA00082404_02606",""
"group_1426","","hypothetical protein","3","3","1","1","533","2","31","","317","317","317","HM00108598_02825","HM00110618_02789","","YA00082404_02605",""
"group_1427","","hypothetical protein","3","3","1","1","532","2","30","","2288","2288","2288","HM00108598_02826","HM00110618_02788","","YA00082404_02604",""
"group_1428","","hypothetical protein","3","3","1","1","531","2","29","","485","485","485","HM00108598_02827","HM00110618_02787","","YA00082404_02603",""
"srmB","","ATP-dependent RNA helicase SrmB","3","3","1","1","530","2","28","","1256","1256","1256","HM00108598_02828","HM00110618_02786","","YA00082404_02602",""
"group_1430","","hypothetical protein","3","3","1","1","529","2","27","","689","689","689","HM00108598_02829","HM00110618_02785","","YA00082404_02601",""
"group_1431","","hypothetical protein","3","3","1","1","528","2","26","","479","479","479","HM00108598_02830","HM00110618_02784","","YA00082404_02600",""
"group_1432","","hypothetical protein","3","3","1","1","527","2","25","","383","383","383","HM00108598_02831","HM00110618_02783","","YA00082404_02599",""
"group_1433","","hypothetical protein","3","3","1","1","526","2","24","","173","173","173","HM00108598_02832","HM00110618_02782","","YA00082404_02598",""
"group_1434","","hypothetical protein","3","3","1","1","525","2","23","","260","260","260","HM00108598_02833","HM00110618_02781","","YA00082404_02597",""
"group_1435","","hypothetical protein","3","3","1","1","524","2","22","","179","179","179","HM00108598_02834","HM00110618_02780","","YA00082404_02596",""
"group_1436","","hypothetical protein","3","3","1","1","523","2","21","","521","521","521","HM00108598_02835","HM00110618_02779","","YA00082404_02595",""
"group_1437","","hypothetical protein","3","3","1","1","522","2","20","","209","209","209","HM00108598_02836","HM00110618_02778","","YA00082404_02594",""
"group_1438","","hypothetical protein","3","3","1","1","521","2","19","","230","230","230","HM00108598_02837","HM00110618_02777","","YA00082404_02593",""
"group_1439","","hypothetical protein","3","3","1","1","520","2","18","","185","185","185","HM00108598_02838","HM00110618_02776","","YA00082404_02592",""
"group_1440","","hypothetical protein","3","3","1","1","519","2","17","","290","290","290","HM00108598_02839","HM00110618_02775","","YA00082404_02591",""
"group_1441","","hypothetical protein","3","3","1","1","564","2","2","","671","671","671","HM00108598_02840","HM00110618_01810","","YA00082404_02766",""
"group_1442","","hypothetical protein","3","3","1","1","565","2","1","","185","185","185","HM00108598_02841","HM00110618_01811","","YA00082404_02767",""
"group_1443","","hypothetical protein","3","3","1","1","778","40","1","","647","647","647","HM00108598_02854","HM00110618_01824","","YA00082404_02780",""
"group_1444","","hypothetical protein","3","3","1","1","777","40","2","","536","536","536","HM00108598_02855","HM00110618_01825","","YA00082404_02781",""
"group_1445","","hypothetical protein","3","3","1","1","776","40","3","","995","995","995","HM00108598_02856","HM00110618_01826","","YA00082404_02782",""
"nth_2","","Endonuclease III","3","3","1","1","770","24","1","","629","629","629","HM00108598_02861","HM00110618_01831","","YA00082404_02787",""
"group_1447","","hypothetical protein","3","3","1","1","769","24","7","","896","896","896","HM00108598_02862","HM00110618_01832","","YA00082404_02788",""
"group_1448","","hypothetical protein","3","3","1","1","768","24","6","","281","281","281","HM00108598_02863","HM00110618_01833","","YA00082404_02985",""
"group_1449","","hypothetical protein","3","3","1","1","3377","230","1","","395","395","395","HM00108598_02873","HM00110618_02280","","YA00082404_02937",""
"nadD","","putative nicotinate-nucleotide adenylyltransferase","3","3","1","1","2146","260","1","","566","566","566","HM00108598_02898","HM00110618_00622","","YA00082404_01492",""
"ubiE_1","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","3","3","1","1","2142","67","1","","731","731","731","HM00108598_02901","HM00110618_00625","","YA00082404_01489",""
"comEA","","ComE operon protein 1","3","3","1","1","2137","67","2","","602","602","602","HM00108598_02902","HM00110618_00626","","YA00082404_01488",""
"comEC_1","","ComE operon protein 3","3","3","1","1","2138","331","1","","2159","2159","2159","HM00108598_02904","HM00110618_00628","","YA00082404_01486",""
"hssS","","Heme sensor protein HssS","3","3","1","1","2900","181","1","","1379","1379","1379","HM00108598_02929","HM00110618_00857","","YA00082404_00840",""
"group_1455","","hypothetical protein","3","3","1","1","2896","97","2","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","239","239","239","HM00108598_02932","HM00110618_00860","","YA00082404_00837",""
"group_1456","ycnE_1","Putative monooxygenase YcnE","3","3","1","1","2893","97","1","","293","293","293","HM00108598_02933","HM00110618_00861","","YA00082404_00836",""
"group_1457","","hypothetical protein","3","3","1","1","2422","3","26","","380","380","380","HM00108598_02937","HM00110618_02966","","YA00082404_02926",""
"group_1458","","hypothetical protein","3","3","1","1","2423","3","25","","233","233","233","HM00108598_02938","HM00110618_02965","","YA00082404_02925",""
"group_1459","","hypothetical protein","3","3","1","1","2424","3","24","","275","275","275","HM00108598_02939","HM00110618_02964","","YA00082404_02924",""
"group_1460","","hypothetical protein","3","3","1","1","2425","3","23","","344","344","344","HM00108598_02940","HM00110618_02963","","YA00082404_02923",""
"group_1461","","hypothetical protein","3","3","1","1","2427","3","21","","353","353","353","HM00108598_02942","HM00110618_02648","","YA00082404_02921",""
"group_1462","","hypothetical protein","3","3","1","1","2428","3","20","","113","113","113","HM00108598_02943","HM00110618_02649","","YA00082404_02920",""
"xerC_2","","Tyrosine recombinase XerC","3","3","1","1","3625","1","133","","1202","1202","1202","HM00108598_02949","HM00110618_02655","","YA00082404_02914",""
"group_1464","","hypothetical protein","3","3","1","1","3624","1","134","","740","740","740","HM00108598_02950","HM00110618_02656","","YA00082404_02913",""
"group_1465","","hypothetical protein","3","3","1","1","3623","1","135","","722","722","722","HM00108598_02951","HM00110618_02657","","YA00082404_02912",""
"group_1466","","hypothetical protein","3","3","1","1","3622","1","136","","218","218","218","HM00108598_02952","HM00110618_02658","","YA00082404_02911",""
"group_1467","","hypothetical protein","3","3","1","1","3621","1","137","","491","491","491","HM00108598_02953","HM00110618_02659","","YA00082404_02910",""
"immR_2","","HTH-type transcriptional regulator ImmR","3","3","1","1","3620","1","138","","305","305","305","HM00108598_02954","HM00110618_02660","","YA00082404_02909",""
"group_1469","","hypothetical protein","3","3","1","1","80","66","1","","266","266","266","HM00108598_02956","HM00110618_01613","","YA00082404_02155",""
"nifS","","Putative cysteine desulfurase NifS","3","3","1","1","151","94","2","","1106","1106","1106","HM00108598_02960","HM00110618_01609","","YA00082404_02159",""
"nadR","","Transcription repressor NadR","3","3","1","1","150","94","1","","488","488","488","HM00108598_02961","HM00110618_01608","","YA00082404_02160",""
"dapF","","Diaminopimelate epimerase","3","3","1","1","77","224","1","","989","989","989","HM00108598_02964","HM00110618_01605","","YA00082404_02163",""
"group_1473","","hypothetical protein","3","3","1","1","3047","13","14","","443","443","443","HM00108598_02967","HM00110618_02978","","YA00082404_00004",""
"group_1474","","hypothetical protein","3","3","1","1","3048","13","13","","218","218","218","HM00108598_02968","HM00110618_02977","","YA00082404_00003",""
"group_1475","","hypothetical protein","3","3","1","1","3050","13","11","","1190","1190","1190","HM00108598_02970","HM00110618_02850","","YA00082404_00001",""
"group_1477","","hypothetical protein","3","3","1","1","553","2","13","","2126","2126","2126","HM00108598_02978","HM00110618_02951","","YA00082404_02624",""
"group_1480","","hypothetical protein","3","3","1","1","557","2","9","","365","365","365","HM00108598_02982","HM00110618_02961","","YA00082404_03093",""
"group_1481","","hypothetical protein","3","3","1","1","558","2","8","","281","281","281","HM00108598_02983","HM00110618_02960","","YA00082404_03094",""
"group_1482","","hypothetical protein","3","3","1","1","559","2","7","","869","869","869","HM00108598_02984","HM00110618_02959","","YA00082404_03095",""
"group_1486","","hypothetical protein","3","3","1","1","3604","1","154","","632","632","632","HM00108598_02989","HM00110618_02676","","YA00082404_02893",""
"group_1487","","hypothetical protein","3","3","1","1","3606","1","152","","281","281","281","HM00108598_02991","HM00110618_02674","","YA00082404_02895",""
"group_1488","","hypothetical protein","3","3","1","1","3607","1","151","","167","167","167","HM00108598_02992","HM00110618_02673","","YA00082404_02896",""
"group_1489","","hypothetical protein","3","3","1","1","3608","1","150","","926","926","926","HM00108598_02993","HM00110618_02672","","YA00082404_02897",""
"recT","","Protein RecT","3","3","1","1","3609","1","149","","815","815","815","HM00108598_02994","HM00110618_02671","","YA00082404_02898",""
"group_1491","","hypothetical protein","3","3","1","1","3610","1","148","","959","959","959","HM00108598_02995","HM00110618_02670","","YA00082404_02899",""
"group_1492","","hypothetical protein","3","3","1","1","3611","1","147","","188","188","188","HM00108598_02996","HM00110618_02669","","YA00082404_02900",""
"group_1493","","hypothetical protein","3","3","1","1","3612","1","146","","185","185","185","HM00108598_02997","HM00110618_02668","","YA00082404_02901",""
"group_1494","","hypothetical protein","3","3","1","1","3613","1","145","","524","524","524","HM00108598_02998","HM00110618_02667","","YA00082404_02902",""
"group_1495","","hypothetical protein","3","3","1","1","3614","1","144","","779","779","779","HM00108598_02999","HM00110618_02666","","YA00082404_02903",""
"group_1496","","hypothetical protein","3","3","1","1","3615","1","143","","242","242","242","HM00108598_03000","HM00110618_02665","","YA00082404_02904",""
"group_1497","","hypothetical protein","3","3","1","1","3616","1","142","","161","161","161","HM00108598_03001","HM00110618_02664","","YA00082404_02905",""
"group_1498","","hypothetical protein","3","3","1","1","3617","1","141","","281","281","281","HM00108598_03002","HM00110618_02663","","YA00082404_02906",""
"group_1499","","hypothetical protein","3","3","1","1","3618","1","140","","284","284","284","HM00108598_03003","HM00110618_02662","","YA00082404_02907",""
"group_1500","","hypothetical protein","3","3","1","6","3","42","1","","2153","2153","2153","HM00108598_03004","HM00110618_02906","","YA00082404_03052",""
"group_1501","","hypothetical protein","3","3","1","6","2","42","2","","2069","2069","2069","HM00108598_03005","HM00110618_02907","","YA00082404_03053",""
"group_1502","","hypothetical protein","3","3","1","6","1","42","3","","1757","1757","1757","HM00108598_03006","HM00110618_02908","","YA00082404_03054",""
"ykoT","","putative glycosyltransferase YkoT","3","3","1","1","1684","15","15","","989","989","989","HM00108598_03007","HM00110618_02953","","YA00082404_02648",""
"group_1505","","hypothetical protein","3","3","1","1","1686","15","3","","2324","2324","2324","HM00108598_03009","HM00110618_02334","","YA00082404_00286",""
"group_1506","","putative HTH-type transcriptional regulator","3","3","1","1","580","95","1","","371","371","371","HM00108598_03010","HM00110618_02885","","YA00082404_01615",""
"group_1507","","hypothetical protein","3","3","1","1","581","95","2","","773","773","773","HM00108598_03011","HM00110618_02886","","YA00082404_01616",""
"group_1508","","hypothetical protein","3","3","1","4","6","27","5","","269","269","269","HM00108598_03018","HM00110618_02957","","YA00082404_03100",""
"group_1509","","hypothetical protein","3","3","1","4","7","27","6","","281","281","281","HM00108598_03019","HM00110618_02956","","YA00082404_03099",""
"group_1510","","hypothetical protein","3","3","1","4","4","27","7","","950","950","950","HM00108598_03020","HM00110618_02955","","YA00082404_03098",""
"group_1512","","hypothetical protein","3","3","1","4","2","27","2","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","629","632","630","HM00108598_03022","HM00110618_03024","","YA00082404_03125",""
"group_1514","","hypothetical protein","3","3","1","1","468","161","1","","170","170","170","HM00108598_03024","HM00110618_02312","","YA00082404_02568",""
"group_1515","","hypothetical protein","3","3","1","1","1717","14","12","","164","164","164","HM00108598_03026","HM00110618_02568","","YA00082404_03087",""
"group_1516","","hypothetical protein","3","3","1","1","1716","14","13","","296","296","296","HM00108598_03027","HM00110618_02567","","YA00082404_03088",""
"group_1518","","hypothetical protein","3","3","1","1","1714","14","2","","680","680","680","HM00108598_03029","HM00110618_02996","","YA00082404_03090",""
"group_1519","","hypothetical protein","3","3","1","1","1713","14","1","","356","356","356","HM00108598_03030","HM00110618_02995","","YA00082404_03091",""
"group_1520","","hypothetical protein","3","3","1","5","2","35","3","","749","749","749","HM00108598_03031","HM00110618_02974","","YA00082404_03078",""
"group_1521","","hypothetical protein","3","3","1","5","3","35","4","","317","317","317","HM00108598_03032","HM00110618_02975","","YA00082404_03079",""
"group_1525","","hypothetical protein","3","3","1","1","434","5","20","","1202","1202","1202","HM00108598_03041","","","YA00082404_03083","EGD-e_00324"
"group_1526","","hypothetical protein","3","3","1","10","1","87","1","Investigate","2147","2147","2147","HM00108598_03042","HM00110618_02976","","YA00082404_03097",""
"ubiG_3","","Ubiquinone biosynthesis O-methyltransferase","3","3","1","1","81","57","3","","779","779","779","HM00108598_03044","HM00110618_00410","","YA00082404_03107",""
"group_1528","","hypothetical protein","3","3","1","1","82","57","2","","593","593","593","HM00108598_03045","HM00110618_00409","","YA00082404_03108",""
"group_1529","","hypothetical protein","3","3","1","1","1381","11","22","","356","356","356","HM00108598_03047","HM00110618_03026","","YA00082404_03115",""
"group_1530","","hypothetical protein","3","3","1","1","1903","314","1","","665","665","665","HM00108598_03049","HM00110618_03003","","YA00082404_02650",""
"group_1531","","hypothetical protein","3","3","1","7","2","56","1","Investigate","761","761","761","HM00108598_03050","HM00110618_03001","","YA00082404_03082",""
"group_1532","","hypothetical protein","3","3","1","1","2713","1","21","","374","374","374","HM00108598_03054","HM00110618_02078","","YA00082404_02412",""
"group_1533","","hypothetical protein","3","3","1","11","1","68","1","Investigate","185","185","185","HM00108598_03056","HM00110618_03041","","YA00082404_03129",""
"group_1534","","hypothetical protein","3","3","1","11","2","68","2","Investigate","392","392","392","HM00108598_03057","HM00110618_03042","","YA00082404_03128",""
"group_1543","","hypothetical protein","3","3","1","1","2436","3","43","","275","275","275","","HM00110618_02430","HL2074_00072","YA00082404_02763",""
"group_1547","","hypothetical protein","3","3","1","1","1075","21","9","","386","386","386","","HM00110618_02716","HL2074_01524","","EGD-e_00395"
"group_26","","hypothetical protein","3","3","1","1","583","69","1","","608","773","707","HM00108598_00528","HM00110618_02350","","YA00082404_02696",""
"group_277","inlB_2","hypothetical protein","3","3","1","1","2870","155","1","","731","2312","1785","HM00108598_00748","HM00110618_00882","","YA00082404_00814",""
"group_3084","","5S ribosomal RNA","3","3","1","1","3521","394","2","","109","109","109","HM00108598_02193","","HL2074_02337","","EGD-e_02449"
"group_3091","","5S ribosomal RNA","3","3","1","1","414","393","2","","109","109","109","","","HL2074_01783","YA00082404_01557","EGD-e_01830"
"inlJ_2","","Internalin-J","3","3","1","1","3490","262","1","","596","1571","921","HM00108598_00909","HM00110618_02115","","YA00082404_01212",""
"group_3184","","hypothetical protein","3","3","1","1","556","2","10","","146","146","146","HM00108598_02981","HM00110618_02962","","YA00082404_03092",""
"group_3185","","hypothetical protein","3","3","1","4","5","27","4","","146","146","146","HM00108598_03017","HM00110618_02958","","YA00082404_03101",""
"fpgS","","Folylpolyglutamate synthase","3","3","1","1","2212","102","2","","173","1289","917","HM00108598_01017","HM00110618_03032","","YA00082404_02111",""
"group_352","","hypothetical protein","3","3","1","1","1350","1","109","","341","1415","1057","HM00108598_01070","HM00110618_02773","","YA00082404_02740",""
"group_357","inlA_5","Internalin-A","3","3","1","1","1875","39","2","","449","1799","1349","HM00108598_01098","HM00110618_02832","","YA00082404_02712",""
"group_382","","hypothetical protein","3","3","1","1","618","59","1","","473","473","473","HM00108598_01227","","HL2074_01118","YA00082404_01623",""
"yddE","","putative isomerase YddE","3","3","1","1","637","55","1","","413","848","703","HM00108598_01241","HM00110618_01862","","YA00082404_01637",""
"group_522","","hypothetical protein","3","3","1","1","1325","50","4","","227","245","233","HM00108598_01774","HM00110618_03019","","YA00082404_03123",""
"group_545","","hypothetical protein","3","3","1","1","79","66","2","","305","305","305","HM00108598_02955","HM00110618_01614","","YA00082404_02154",""
"group_55","","hypothetical protein","3","3","1","1","1326","50","1","","362","548","443","HM00108598_01773","HM00110618_03018","","YA00082404_03122",""
"group_60","","hypothetical protein","3","3","1","9","1","78","1","Investigate","305","305","305","HM00108598_03073","HM00110618_03089","","YA00082404_03143",""
"group_603","","hypothetical protein","3","3","1","1","459","12","6","","260","650","520","HM00108598_02081","HM00110618_02733","","YA00082404_01726",""
"inlA_3","","Internalin-A","3","3","1","1","1046","335","1","","1568","2471","2170","HM00108598_02098","HM00110618_01970","","YA00082404_01709",""
"group_635","","hypothetical protein","3","3","1","1","3692","4","17","","242","242","242","HM00108598_02192","","","YA00082404_01826","EGD-e_00140"
"addA","","ATP-dependent helicase/nuclease subunit A","3","3","1","1","3071","51","2","","2888","3707","3434","HM00108598_02242","HM00110618_00472","","YA00082404_01427",""
"dam","","DNA adenine methylase","3","3","1","1","507","7","5","","812","812","812","HM00108598_01991","HM00110618_01619","","YA00082404_01816",""
"group_66","","hypothetical protein","3","3","1","1","3605","1","153","","812","812","812","HM00108598_02990","HM00110618_02675","","YA00082404_02894",""
"group_690","","hypothetical protein","3","3","1","1","1147","17","3","","3785","5327","4813","HM00108598_02474","HM00110618_02260","","YA00082404_03044",""
"group_743","","hypothetical protein","3","3","1","1","1683","15","14","","1538","2102","1726","HM00108598_02693","HM00110618_02927","","YA00082404_02647",""
"group_762","inlB_2","Internalin B","3","3","1","1","1009","37","5","","1382","1892","1722","HM00108598_02807","HM00110618_02310","","YA00082404_02570",""
"group_763","","hypothetical protein","3","3","1","1","542","2","39","","728","1187","1034","HM00108598_02817","HM00110618_02852","","YA00082404_02613",""
"group_764","","hypothetical protein","3","3","1","1","541","2","38","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1370","1652","1558","HM00108598_02818","HM00110618_02997","","YA00082404_02612",""
"group_774","","hypothetical protein","3","3","1","1","3497","319","1","","605","629","621","HM00108598_02886","HM00110618_02267","","YA00082404_02950",""
"group_787","","hypothetical protein","3","3","1","1","2434","3","28","","323","323","323","HM00108598_02935","HM00110618_02968","HL2074_00074","",""
"group_789","","hypothetical protein","3","3","1","1","2426","3","22","","269","611","497","HM00108598_02941","HM00110618_02647","","YA00082404_02922",""
"fokIM","","Modification methylase FokI","3","3","1","1","3049","13","12","","1430","1865","1720","HM00108598_02969","HM00110618_02851","","YA00082404_00002",""
"group_798","","hypothetical protein","3","3","1","1","552","2","14","","254","707","405","HM00108598_02977","HM00110618_02952","","YA00082404_02623",""
"group_850","","hypothetical protein","3","3","1","1","2624","312","1","","470","470","470","","","HL2074_02901","YA00082404_00273","EGD-e_02961"
"group_852","","hypothetical protein","3","3","1","1","2619","283","1","","461","461","461","HM00108598_00005","HM00110618_00996","","YA00082404_00268",""
"inlJ_1","","Internalin-J","3","3","1","1","2457","273","1","","2750","2750","2750","HM00108598_00036","HM00110618_00965","","YA00082404_00237",""
"group_855","","hypothetical protein","3","3","1","1","2579","178","1","","707","707","707","HM00108598_00044","HM00110618_00957","","YA00082404_00229",""
"group_856","","hypothetical protein","3","3","1","1","2459","29","1","","323","323","323","HM00108598_00049","HM00110618_00952","","YA00082404_00224",""
"group_857","","hypothetical protein","3","3","1","1","2458","29","2","","392","392","392","HM00108598_00050","HM00110618_00951","","YA00082404_00223",""
"group_858","","hypothetical protein","3","3","1","1","2461","29","5","","1283","1283","1283","HM00108598_00051","HM00110618_00950","","YA00082404_00222",""
"group_859","","hypothetical protein","3","3","1","1","2462","29","4","","365","365","365","HM00108598_00052","HM00110618_00949","","YA00082404_00221",""
"group_860","","hypothetical protein","3","3","1","1","2463","29","3","","266","266","266","HM00108598_00053","HM00110618_00948","","YA00082404_00220",""
"emrD","","Multidrug resistance protein D","3","3","1","1","2467","19","9","","1190","1190","1190","HM00108598_00076","HM00110618_02942","","YA00082404_00197",""
"group_862","","hypothetical protein","3","3","1","1","2466","19","8","","395","395","395","HM00108598_00077","HM00110618_02943","","YA00082404_00196",""
"ymdB_1","","O-acetyl-ADP-ribose deacetylase","3","3","1","1","2518","195","1","","530","530","530","HM00108598_00096","HM00110618_00173","","YA00082404_00177",""
"group_867","","hypothetical protein","3","3","1","1","2470","85","2","","947","947","947","HM00108598_00102","HM00110618_00167","","YA00082404_00171",""
"group_868","","hypothetical protein","3","3","1","1","2469","85","1","","1853","1853","1853","HM00108598_00103","HM00110618_00166","","YA00082404_00170",""
"trpG","","Anthranilate synthase component 2","3","3","1","1","2507","286","1","","572","572","572","HM00108598_00107","HM00110618_00162","","YA00082404_00166",""
"group_870","","hypothetical protein","3","3","1","1","2501","257","1","","347","347","347","HM00108598_00114","HM00110618_00155","","YA00082404_00159",""
"group_871","","hypothetical protein","3","3","1","1","2471","49","4","","290","290","290","HM00108598_00116","HM00110618_00153","","YA00082404_00157",""
"group_873","","hypothetical protein","3","3","1","1","2479","294","1","","734","734","734","HM00108598_00134","HM00110618_00135","","YA00082404_00139",""
"group_875","","hypothetical protein","3","3","1","1","2934","305","1","","446","446","446","HM00108598_00157","HM00110618_00112","","YA00082404_00116",""
"kdpC","","Potassium-transporting ATPase KdpC subunit","3","3","1","1","2917","218","1","","572","572","572","HM00108598_00178","HM00110618_00092","","YA00082404_00096",""
"group_878","","hypothetical protein","3","3","1","1","2916","277","1","","341","341","341","HM00108598_00183","HM00110618_00087","","YA00082404_00091",""
"group_879","","hypothetical protein","3","3","1","1","2979","62","1","","1469","1469","1469","HM00108598_00200","HM00110618_00070","","YA00082404_00074",""
"group_880","","hypothetical protein","3","3","1","1","2915","62","2","","479","479","479","HM00108598_00201","HM00110618_00069","","YA00082404_00073",""
"group_881","","hypothetical protein","3","3","1","1","3034","90","2","","1094","1094","1094","HM00108598_00254","HM00110618_00016","","YA00082404_00020",""
"group_882","","hypothetical protein","3","3","1","1","3038","90","1","","890","890","890","HM00108598_00255","HM00110618_00015","","YA00082404_00019",""
"group_883","","hypothetical protein","3","3","1","1","2914","13","2","","1040","1040","1040","HM00108598_00263","HM00110618_00007","","YA00082404_00011",""
"group_884","","hypothetical protein","3","3","1","1","2913","13","3","","197","197","197","HM00108598_00264","HM00110618_00006","","YA00082404_00010",""
"group_885","","hypothetical protein","3","3","1","1","2912","13","4","","506","506","506","HM00108598_00265","HM00110618_00005","","YA00082404_00009",""
"group_886","","hypothetical protein","3","3","1","1","2911","13","5","","167","167","167","HM00108598_00266","HM00110618_00004","","YA00082404_00008",""
"group_887","","hypothetical protein","3","3","1","1","2910","13","6","","902","902","902","HM00108598_00267","HM00110618_00002","","YA00082404_00007",""
"group_888","","hypothetical protein","3","3","1","1","2908","13","7","","377","377","377","HM00108598_00268","HM00110618_00001","","YA00082404_00006",""
"yedJ","","putative protein YedJ","3","3","1","1","63","270","1","","608","608","608","HM00108598_00269","HM00110618_02624","","YA00082404_00517",""
"group_89","","hypothetical protein","3","3","1","1","3046","13","8","","350","641","496","HM00108598_02966","HM00110618_02979","","YA00082404_00005",""
"group_890","","hypothetical protein","3","3","1","1","411","325","1","","362","362","362","HM00108598_00271","HM00110618_02626","","YA00082404_00519",""
"group_891","","hypothetical protein","3","3","1","1","64","295","1","","530","530","530","HM00108598_00273","HM00110618_02628","","YA00082404_00521",""
"group_892","azoR_1","FMN-dependent NADH-azoreductase","3","3","1","1","400","83","2","","611","611","611","HM00108598_00281","HM00110618_02636","","YA00082404_00529",""
"gloC","","Hydroxyacylglutathione hydrolase GloC","3","3","1","1","399","83","1","","716","716","716","HM00108598_00282","HM00110618_02637","","YA00082404_00530",""
"group_894","","hypothetical protein","3","3","1","1","389","44","1","","1658","1658","1658","HM00108598_00290","HM00110618_02645","","YA00082404_00538",""
"thiN","","Thiamine pyrophosphokinase","3","3","1","1","370","265","1","","644","644","644","HM00108598_00309","HM00110618_00208","","YA00082404_00557",""
"coaBC","","Coenzyme A biosynthesis bifunctional protein CoaBC","3","3","1","1","361","341","1","","1199","1199","1199","HM00108598_00317","HM00110618_00216","","YA00082404_00565",""
"pyrK","","Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit","3","3","1","1","350","229","1","","764","764","764","HM00108598_00326","HM00110618_00225","","YA00082404_00574",""
"ppdK","","Pyruvate, phosphate dikinase","3","3","1","1","317","311","1","","2639","2639","2639","HM00108598_00359","HM00110618_00258","","YA00082404_00607",""
